Character,Reading
鄺,kuàng kuò
鄻,liǎn
鄾,yōu
鄿,jī qí
酀,yàn yǎn
酁,chán
酃,líng
酄,huān quān
酅,xī
酆,fēng
酇,zàn cuó
酈,lí zhí lì
酉,yǒu
酊,dǐng dīng
酋,qiú
酌,zhuó
配,pèi
酎,zhòu
酏,yí
酐,hàng gān
酑,yú
酒,jiǔ
酓,yǎn yàn yǐn
酕,máo
酖,dān zhèn
酗,xù
酘,dòu
酚,fēn
酞,tài
酟,tiān
酠,qiǎ
酡,tuó duò
酢,cù zuò
酣,hān hàn
酤,gū
酥,sū
酨,zài zuì
酩,mǐng
酪,lào luò lù
酫,chuò
酬,chóu
酭,yòu
酮,tóng dòng chóng
酯,zhǐ
酰,xiān
酲,chéng
酳,yìn
酴,tú
酵,jiào
酶,méi
酷,kù
酸,suān
酹,lèi
酺,pú
酻,zuì fú
酼,hǎi
醀,wéi zhuì
醁,lù
醂,lǎn
醃,yān āng
醅,pēi
醆,zhǎn
醇,chún
醈,tán dàn
醉,zuì
醊,zhuì
醋,zuò cù
醌,kūn
醍,tǐ tí
醎,xián jiǎn
醏,dū
醐,hú
醑,xǔ
醒,xǐng chéng jīng
醓,tǎn
醔,qiú chōu
醖,yùn
醘,kē
醙,sōu
醚,mí
醛,chuò quán
醜,chǒu
醝,cuō cuǒ
醟,yòng
醠,àng
醡,zhà
醢,hǎi
醣,táng
醥,piǎo
醦,chěn chǎn
醧,yù ōu
醨,lí
醩,zāo
醪,láo
醫,yī yǐ
醬,jiàng
醭,bú
醮,jiào qiáo zhàn
醯,xī
醰,tán
醱,pō fā
醲,nóng
醳,yì shì
醴,lǐ
醵,jù
醶,yàn liǎn xiān jiǎn
醷,yì yǐ ài
醹,rú
醺,xūn
醻,chóu shòu dào
醼,yàn
醽,líng
醾,mí
釀,niàng niáng
釁,xìn
釂,jiào
釃,shī shāi lí
釅,yàn
釆,biàn biǎn
采,cǎi cài
釉,yòu
釋,shì yì
里,lǐ
重,zhòng chóng tóng
野,yě shù
量,liáng liàng
釐,lí xī lái tāi lài
金,jīn jìn
釓,qiú gá
釔,yǐ
釕,liǎo liào
釖,dāo
釗,zhāo
釘,dīng dìng líng
釙,pò pō
釚,qiú
釛,bā
釜,fǔ
針,zhēn
釞,zhí
釟,bā
釢,nǎi
釣,diào
釤,shàn shān xiān
釥,qiǎo jiǎo
釦,kòu
釧,chuàn chuān
釨,zǐ
釩,fǎn fàn fán
釪,huá yú
釫,huá wū
釬,hàn gān
釭,gāng gōng
釮,qí
釰,rì rèn jiàn
釱,dì
釲,sì
釳,xì
釴,yì
釵,chāi chā
釶,shī yí yě
釷,tǔ
釸,xī
釹,nǚ
釺,qiān
釽,pī zhāo
釾,yé yá
釿,jīn yǐn yín
鈀,bā pá bǎ
鈁,fāng
鈂,chén qín zhèn
鈄,dǒu
鈅,yuè
鈆,qiān zhōng
鈇,fū fǔ
鈈,pī bù
鈉,nà ruì
鈊,xīn qìn
鈋,é
鈌,jué
鈍,dùn
鈏,yǐn
鈐,qián hán
鈑,bǎn
鈒,sà xì
鈔,chāo chǎo
鈕,niǔ chǒu
鈖,fēn
鈗,yǔn duì
鈙,qín
鈚,pī bī bǐ
鈛,guō
鈜,hóng
鈝,yín
鈞,jūn
鈠,yì
鈡,zhōng
鈢,xǐ
鈣,gài
鈤,rì
鈥,huǒ
鈦,tài
鈧,kàng
鈭,zī
鈮,nǐ ní
鈯,tú
鈰,shì
鈱,mín mǐn
鈲,gū pì
鈳,kē
鈴,líng
鈵,bǐng
鈶,sì cí tái
鈷,gǔ hú gù
鈸,bó
鈹,pī pí
鈺,yù
鈻,sì
鈼,zuó
鈽,bū
鈾,zhòu yóu
鈿,tián diàn
鉀,jiǎ gé
鉁,zhēn zhèn
鉂,shǐ
鉃,shì zú
鉄,zhí tiě
鉅,jù
鉆,chān qián tiē
鉇,shī yí
鉈,shī shé yí tuó tā
鉉,xuàn
鉊,zhāo
鉋,bào páo báo
鉌,hé
鉍,bì sè
鉎,shēng
鉏,chú zū zhù jǔ chá xú
鉐,shí zú
鉑,bó
鉒,zhù
鉓,chì
鉔,zā
鉕,pō pǒ
鉖,tóng
鉗,qián ān
鉘,fú
鉙,zhǎi
鉚,liǔ mǎo
鉛,qiān yán
鉜,fú
鉝,lì
鉞,yuè
鉟,pī
鉠,yāng
鉡,bàn
鉢,bō
鉣,jié
鉤,gōu gòu qú
鉥,shù xù
鉦,zhēng
鉧,mǔ
鉨,nǐ niě xǐ
鉩,xǐ niè
鉫,jiā
鉬,mù
鉭,tǎn
鉮,huán shén shēn
鉯,yǐ
鉰,sī
鉲,kǎ
鉳,běi
鉵,tóng zhuó
鉶,xíng
鉷,hóng
鉸,jiǎo
鉹,chǐ
鉺,èr kēng ěr
鉻,luò gē gè
鉼,bǐng píng
鉽,shì
鉾,móu máo
鉿,jiā gē kē hā
銀,yín
銂,zhōu
銃,chòng
銄,xiǎng jiōng
銅,tóng
銆,mò
銇,lèi
銈,jī
銉,yù sì
銊,xù huì
銋,rén rěn
銌,zùn
銍,zhì
銎,qiōng
銏,shàn shuò
銐,chì lì
銑,xiǎn xiān xǐ
銒,xíng jiān
銓,quán
銔,pī
銕,tiě yí
銖,zhū
銗,hóu xiàng
銘,míng
銙,kuǎ
銚,yáo diào tiáo qiāo yào
銛,xiān tiǎn guā
銜,xián
銝,xiū
銟,chā
銠,lǎo
銡,jí
銢,pǐ
銣,rú
銤,mǐ
銥,yī
銦,yīn
銧,guāng
銨,ǎn
銩,diū
銪,yǒu
銫,sè
銬,kào
銱,diào
銴,shì zhì
銵,kēng
銶,qiú
銷,xiāo
銸,zhé niè
銹,xiù yòu
銺,zàng
銻,tí tī
銼,cuò
銽,guā
銾,hòng gǒng
銿,zhōng yōng
鋀,tōu dòu tù
鋁,lǜ lǚ
鋂,méi méng
鋃,láng
鋅,zǐ xīn
鋆,yún jūn
鋇,bèi
鋈,wù
鋉,sù
鋊,yù
鋋,chán yán
鋌,dìng tǐng
鋍,bó
鋎,hàn
鋏,jiá
鋐,hóng
鋑,cuān jiān juān
鋒,fēng
鋓,chān
鋔,wǎn
鋕,zhì
鋖,sī tuó
鋗,xuān juān juàn
鋘,huá wú hú
鋙,yǔ yú wú
鋚,tiáo
鋜,zhuó chuò
鋝,lüè
鋞,xíng xìng jīng
鋟,qǐn qiān qīn jìn
鋠,shèn
鋡,hán
鋣,yé
鋤,chú jǔ
鋥,zèng
鋦,jū jú
鋧,xiàn
鋨,tiě é
鋩,máng
鋪,pū pù
鋫,lí
鋬,pàn
鋭,ruì duì yuè
鋮,chéng
鋯,gào
鋰,lǐ
鋱,tè
鋵,tū
鋶,liǔ
鋷,zuì niè
鋸,jù jū
鋹,chǎng
鋺,yuǎn yuān wǎn wān
鋻,jiàn jiān
鋼,gāng gàng
鋽,diào
鋾,táo
鋿,cháng
錀,lún fēn
錁,guǒ kuǎ kè
錂,líng
錆,qiāng
錇,póu fú péi
錈,juǎn
錉,mín
錊,zuì zū
錋,péng bèng
錌,àn
錍,bēi pī bī pí
錎,xiàn gàn qiàn
錏,yā yà
錐,zhuī
錑,lèi lì
錒,kē ā
錓,kōng
錔,tà
錕,kūn gǔn
錖,dú
錗,nèi zhuì wèi
錘,chuí
錙,zī
錚,zhēng
錛,bēn
錜,niè
錝,zòng
錞,duì chún duò
錟,tán xiān yǎn
錠,dìng
錡,qí yǐ
錢,jiǎn qián
錣,zhuì chuò
錤,jī
錥,yù
錦,jǐn
錧,guǎn
錨,máo
錩,chāng
錪,tiǎn tǔn
錫,xī tì
錭,táo diāo
錮,gù
錯,cuò cù xī
錰,shù
録,lù lǜ
錳,měng
錴,lù
錵,huā
錶,biǎo
錷,gá
錸,lái
錹,kěn
錼,nài
錽,wàn jiǎn
鍀,dé
鍁,xiān
鍄,liàng
鍆,mén
鍇,kǎi jiē jiě
鍉,dī chí dí shì
鍊,liàn jiàn
鍋,guō guǒ
鍌,xiǎn
鍍,dù
鍎,tú
鍏,wéi
鍐,zōng
鍑,fù
鍒,róu
鍔,è
鍕,jūn
鍖,chěn zhēn
鍗,tí
鍘,zhá
鍙,hù
鍚,yáng
鍛,duàn
鍜,xiá
鍝,yú
鍞,kēng
鍠,huáng
鍡,wěi
鍣,zhāo
鍤,chā
鍥,qiè
鍦,shī shé
鍧,hōng
鍩,tiǎn nuò
鍪,móu
鍬,qiāo
鍭,hóu
鍮,tōu
鍰,huán
鍱,yè xié
鍲,mín
鍴,duān
鍵,jiàn
鍶,sōng sī
鍷,kuí
鍸,hú
鍹,xuān
鍺,duǒ dǔ zhě
鍻,jié
鍼,zhēn qián
鍽,biān
鍾,zhōng
鎀,xiū
鎁,yé
鎂,měi
鎃,pài
鎄,āi
鎇,méi
鎈,suǒ chā
鎉,dá tà
鎊,pāng bàng
鎋,xiá
鎍,suǒ sè
鎎,kài
鎏,liú
鎐,yáo zú
鎑,yè tà gé
鎒,nòu hāo
鎓,wēng
鎔,róng
鎕,táng
鎖,suǒ
鎗,chēng qiāng qiàng
鎘,lì gé
鎙,shuò
鎚,chuí duī zhuì
鎛,bó
鎜,pán
鎝,sà dā
鎞,bī pī
鎟,sǎng
鎡,zī
鎢,wū
鎣,yīng yíng jiǒng
鎤,huàng
鎥,tiáo
鎧,kǎi
鎨,sǔn
鎩,shā shì sè
鎪,sōu
鎬,hào gǎo
鎮,zhèn zhēn tián
鎯,luǒ láng
鎰,yì
鎱,yuán
鎳,niè
鎴,xí
鎵,jiā
鎶,gē
鎷,mǎ
鎿,ná
鏂,ōu kōu
鏃,zú chuò
鏄,tuán
鏅,xiū xiù
鏆,guàn
鏇,xuàn xuán
鏈,lián liàn
鏉,shòu sōu
鏊,ào
鏋,mǎn
鏌,mò
鏎,bì
鏏,wèi
鏐,liú liù liáo
鏑,dí dī
鏒,sǎn qiāo càn
鏓,zǒng cōng
鏔,yí
鏕,lù áo
鏖,áo biāo
鏗,kēng
鏘,qiāng
鏙,cuī
鏚,qī
鏜,tāng táng
鏝,màn
鏞,yōng
鏟,chǎn
鏡,jìng
鏢,biāo
鏣,shù
鏤,lòu lǘ
鏦,cōng
鏧,lóng
鏨,zàn
鏩,jiàn zàn
鏪,cáo
鏫,lí
鏭,xī
鏮,kāng
鏰,bèng
鏳,chēng
鏴,lù
鏵,huá
鏶,jí
鏷,pú
鏸,huì suì ruì
鏹,qiǎng qiāng
鏺,pō
鏻,lín
鏼,sè
鏽,xiù
鏾,sǎn xiàn sà
鏿,chēng
鐀,kuì
鐁,sī
鐃,náo nào
鐄,huáng
鐅,piě
鐇,fán
鐈,qiáo
鐉,quān
鐋,tàng tāng
鐌,xiàng
鐍,jué yù
鐎,jiāo
鐏,zūn
鐐,liáo
鐑,qiè
鐒,láo
鐓,duì duī dūn
鐔,xín
鐕,zān
鐖,jī qí
鐘,zhōng
鐙,dèng dēng
鐚,yā
鐜,duī dūn
鐝,jué
鐟,zān tì
鐠,pǔ
鐥,shàn
鐦,kāi
鐧,jiān jiǎn
鐨,fèi
鐪,lǔ
鐫,juān
鐬,huì
鐭,yù
鐮,lián
鐯,zhuó
鐰,qiāo sào cáo
鐱,jiàn qiān
鐲,zhuó shǔ
鐳,léi
鐴,bì bèi
鐵,tiě dié
鐶,huán xuàn
鐸,duó
鐹,guǒ guō
鐺,chēng dāng tāng
鐻,jù qú
鐼,fén bēn
鐽,dá
鐿,yì
鑀,ài
鑂,xùn
鑃,diào
鑄,zhù
鑅,héng
鑆,zhuì
鑇,jī
鑈,niè nǐ
鑉,hé
鑊,huò
鑋,qīng
鑌,bīn
鑍,yīng
鑏,níng nǐng
鑐,xū rú róu
鑑,jiàn
鑔,chǎ
鑕,zhì
鑖,miè mì
鑗,lí
鑘,léi lěi
鑛,kuàng gǒng
鑜,shǎng
鑝,péng
鑞,là
鑟,dú
鑠,shuò yuè lì
鑡,chuò
鑢,lǜ
鑣,biāo
鑤,bào
鑥,lǔ
鑨,lóng
鑩,è
鑪,lú
鑫,xīn xùn
鑭,làn lán
鑮,bó
鑯,jiān qiān
鑰,yào yuè
鑱,chán
鑲,ráng xiāng
鑴,xī huī
鑵,guàn
鑶,cáng
鑷,niè
鑸,lěi
鑹,cuàn cuān
鑺,qú
鑼,luó
鑽,zuàn zuān
鑾,luán
鑿,záo zuò zú zào
钀,niè yǐ
钁,jué
钂,tǎng
镏,liú liù
長,cháng zhǎng zhàng
镺,ǎo
镻,dié
镽,liǎo liáo
門,mén
閁,mà
閂,shuān
閃,shǎn
閄,huò shǎn
閈,hàn bì
閉,bì
開,kāi qiān
閌,kàng
閍,bēng
閎,hóng
閏,rùn
閐,sàn
閑,xián
閒,jiàn jiān jiǎn xián
間,jiàn jiān jiǎn
閔,mǐn mín
閕,xiā xiǎ
閘,yā gē zhá
閚,zhān
閛,pēng pèng
閜,xiǎ ě
閝,líng
閞,biàn guān
閟,bì
閡,ài hé
閣,gé
閤,gē
閥,fá
閦,chù
閧,hòng xiàng
閨,guī
閩,mǐn
閫,kǔn
閬,làng lǎng liǎng
閭,lǘ
閮,tíng tǐng
閯,shà
閰,jú
閲,yuè
閵,lìn
閶,chāng tāng
閷,shài shā
閸,kǔn
閹,yān
閻,yán yǎn yàn
閼,è yù yān
閽,hūn
閾,yù
閿,wén
闁,bāo
闂,hòng xiàng juǎn
闃,qù
闄,yǎo
闆,pǎn bǎn
闇,àn ǎn ān yīn yǐn
闈,wéi
闉,yīn
闊,kuò
闋,què jué kuí
闌,lán làn
闍,dū shé
闐,tián
闑,niè
闒,tà
闓,kǎi
闔,hé
闕,què quē jué
闖,chèn chuǎng
闙,qǐ
闚,kuī
闛,táng tāng chāng
關,guān wān wǎn
闝,piáo
闞,kàn hǎn xiàn
闟,xì sè tà
闠,huì
闡,chǎn
闢,pì
闣,dàng tāng
闤,huán
闥,tà
闦,wén
阜,fù
阞,lè
阠,xìn
阡,qiān
阢,wù wéi
阣,gài yì
阤,zhì yí tuó
阧,dǒu
阨,è ài
阩,shēng
阪,bǎn
阫,péi
阬,kēng kàng gāng
阭,yǔn yǎn
阮,yuán ruǎn
阯,zhǐ
阰,pí
阱,jǐng
防,fáng
阷,chēng
阸,è ài
阹,qū
阺,dǐ
阻,zǔ zhù
阼,zuò
阽,diàn
阾,lǐng líng
阿,ē ě ā ǎ à
陀,tuó duò
陁,zhì yǐ tuó
陂,bēi bì pō pí
陃,bǐng
附,bù fù fū
陊,duò
陋,lòu
陌,mò
降,jiàng xiáng
陎,shū
陏,duò suí
限,xiàn wěn
陑,ér
陒,guǐ
陓,yū
陔,gāi
陖,jùn
陗,qiào
陘,xíng jìng
陙,chún
陚,fù wǔ
陛,bì
陜,xiá
陝,shǎn
陟,zhì dé
陠,pū bū bù
陡,dǒu
院,yuàn
陣,zhèn
除,chú zhù shū
陪,péi
陫,fèi péi
陬,zōu zhé
陭,yì yǐ
陮,duì
陯,lún lùn
陰,yīn yìn ān
陱,jū
陲,chuí
陳,chén zhèn
陴,pí bì
陵,líng
陶,táo yáo dào
陷,xiàn
陸,lù liù
陹,shēng
陻,yīn
陼,zhǔ dǔ
陽,yáng
陾,réng ér
陿,xiá
隀,chóng
隁,yàn yǎn
隃,shù yú yáo
隄,dī
隅,yú
隆,lóng
隇,wēi
隈,wēi
隉,niè
隊,zhuì duì suì
隋,duò tuǒ tuō suí
隌,ǎn
隍,huáng
階,jiē
隑,gāi ái qí
隒,yǎn
隓,huī duò
隔,gé rǒng jī
隕,yǔn yuán
隖,wù
隗,wěi guī
隘,ài è
隙,xì
隚,táng
際,jì
障,zhàng zhāng
隞,áo
隢,rǎo
隣,lín
隤,tuí
隥,dèng
隦,pí
隧,suì zhuì
隨,suí
隩,yù
險,xiǎn jiǎn yán
隫,fén
隬,nǐ
隮,jī
隰,xí xiè
隱,yǐn yìn
隳,huī
隴,lǒng
隵,xī
隶,dài yì dì lì
隸,lì
隹,zhuī cuī wéi
隺,hú què hè
隻,huò zhī
隼,sǔn
隽,juàn jùn
隿,yì
雀,què qiāo qiǎo
雁,yàn
雂,qín
雃,qiān jiè
雄,xióng
雅,yā yǎ yá
集,jí
雇,hù gù
雈,huán
雉,zhì kǎi yǐ sì
雊,gòu
雋,juàn jùn zuì
雌,cí
雍,yōng
雎,jū
雐,hū
雒,luò
雓,yú
雔,chóu
雕,diāo
雖,suī
雗,hàn
雘,wò
雙,shuāng
雚,guàn huán
雛,chú jú jù
雜,zá
雡,liù
離,lí lì lǐ chī gǔ
難,nán nàn nuó
雥,zá
雨,yǔ yù
雩,yú yù xū
雪,xuě
雫,nǎ
雬,fǒu
雭,sè xí
雮,mù
雯,wén
雰,fēn
雱,pāng páng fāng
雲,yún
雴,chì
雵,yāng
零,líng lián
雷,léi lèi
雸,án
雹,báo
雺,wù méng
電,diàn
雼,dàng
雽,hù hū
雿,diào
需,xū nuò rú ruǎn
霂,mù
霃,chén
霄,xiāo xiào
霅,zhá shà sà yì
霆,tíng
震,zhèn shēn
霈,pèi
霋,qī
霌,zhōu
霍,huò hè suǒ
霎,shà
霏,fēi
霐,hóng
霑,zhān
霓,ní
霔,zhù
霕,tún
霖,lín
霘,dòng
霙,yīng yāng
霜,shuāng
霝,líng
霞,xiá
霟,hóng
霡,mài
霢,mài
霣,yǔn
霤,liù
霥,mèng
霦,bīn
霧,wù méng
霨,wèi
霩,kuò
霪,yín
霫,xí
霬,yì
霮,dàn
霯,tèng
霰,xiàn
霱,yù
露,lù lòu
霳,lóng
霵,jí
霶,pāng
霷,yáng
霸,pò bà
霹,pī
霺,wéi
霼,xì
霽,jì
霾,mái lí
霿,méng mào wù
靀,méng
靂,lì
靃,huò suǐ suǒ
靄,ǎi
靅,fèi
靆,dài
靇,lóng líng
靈,líng
靉,ài yǐ
靊,fēng
靋,lì
靐,bìng
青,qīng jīng
靕,zhēn
靖,jìng
靗,chēng
靘,qìng qīng jìng
静,jìng
靚,jìng liáng
靛,diàn
非,fēi fěi
靠,kào
靡,mǐ mí má
面,miàn
靤,bào
靦,tiǎn miǎn
靧,huì
靨,yè yǎn
革,gé jí
靪,dīng
靫,chá
靬,jiān qián kān hàn
靮,dí
靯,dù
靰,wù
靲,qín
靳,jìn
靴,xuē
靶,bà bǎ
靷,yǐn
靸,sǎ
靹,nà
靺,mò wà
靻,zǔ
靼,dá
靽,bàn
靾,yì
靿,yào
鞁,bài bì
鞃,hóng
鞄,páo
鞅,yāng yǎng yàng
鞇,yīn
鞈,gé sǎ tà
鞊,jié jí
鞋,xié wā
鞍,ān
鞎,hén
鞏,gǒng
鞓,tīng
鞔,mán mèn
鞕,yìng biān
鞖,suī
鞘,qiào shāo
鞙,xuàn juān
鞚,kòng
鞜,tà
鞝,zhǎng shàng
鞞,bǐng bì pí bēi
鞟,kuò
鞠,jū qū qiōng
鞡,la
鞢,xiè zhá dié
鞣,róu
鞤,bāng
鞥,ēng
鞧,qiū
鞨,hé shé mò
鞪,mù móu
鞫,jū qū
鞬,jiān jiàn
鞭,biān
鞮,dī
鞳,tà
鞴,bèi fú bù bài
鞵,xié
鞶,pán
鞷,gé
鞸,bì bǐng
鞺,tāng
鞻,lóu
鞼,guì huì
鞽,qiāo juē qiáo
鞿,jī
韂,chàn
韃,tà dá
韄,hù
韅,xiǎn
韆,qiān
韇,dú
韉,jiān
韊,lán
韋,wéi huí
韌,rèn
韍,fú
韏,quàn juàn
韐,gé
韑,wěi
韒,qiào shāo
韓,hán
韔,chàng
韖,rǒu
韗,yùn
韘,shè
韙,wěi
韚,gé
韛,bài fú
韜,tāo tào
韝,gōu
韞,yùn wēn
韠,bì
韡,wěi xuē
韢,suì huì
韣,dú
韤,wà
韥,dú
韭,jiǔ
韰,xiè
韱,xiān
音,yīn
韴,zá
韶,sháo
韷,lè
韸,péng
韹,huáng yīng
韺,yīng
韻,yùn
韽,ān
韾,yīn
響,xiǎng
頀,hù
頁,xié yè
頂,dǐng
頃,qīng qǐng kuǐ
頄,kuí
項,xiàng
順,shùn
頇,àn hān
須,xū
頊,xū
頋,ě
頌,róng sòng
頍,kuǐ
頎,qí kěn
頏,háng gāng hàng
預,yù
頑,wán kūn
頒,fén bān
頓,dùn dú
頔,dí
頕,dān diàn
頖,pàn
頗,pō pò pí
領,lǐng
頙,chè
頛,lèi
頜,hé hán qīn gé
頝,qiāo
頞,è àn
頟,é
頠,wěi
頡,xié jiá jié
頢,kuò
頣,shěn
頤,yí
頦,hái kē ké
頧,duǐ duī
頨,yǔ biàn
頩,pīng pǐng
頪,lèi
頫,fǔ tāo tiào
頭,tóu tou
頮,huì
頯,kuí
頰,jiá
頱,luō
頲,tǐng
頴,yǐng jǐng
頵,yūn
頶,hú
頷,hàn
頸,jǐng gěng
頻,pín bīn
頽,tuí
頿,zī
顀,chuí
顁,dìng dǐng
顂,lài lái
顃,tán shǎn
顄,hàn
顅,qiān
顆,kě kē kuǎn
顇,cuì zú
顈,xuǎn jiōng jiǒng xiàn
顉,qīn
題,tí dì
額,é
顎,è
顐,wèn hún hùn
顑,kǎn yàn
顒,yóng yú
顓,zhuān
顔,yán yá
顗,yǐ
願,yuàn yuǎn
顙,sǎng
顚,diān tián tiàn
顜,jiǎng
顝,kuī kuǎ
類,lèi
顟,láo
顠,piǎo
顡,wài zhuài
顢,mán
顣,cù
顤,yáo qiào
顥,hào
顦,qiáo
顧,gù
顨,xùn
顩,yǎn qìn hàn qiǎn
顪,huì
顫,chàn zhàn shān
顬,rú
顭,méng
顮,bīn
顯,xiǎn xiàn
顰,pín
顱,lú
顲,lǎn lǐn
顳,niè
顴,quán
風,fēng fèng fěng
颩,biāo diū
颬,xiā
颭,zhǎn
颮,biāo páo
颯,sà lì
颰,bá fú
颱,tái
颲,liè
颳,guā jǐ
颴,xuàn
颵,shāo xiāo
颶,jù
颷,biāo
颸,sī
颹,wěi
颺,yáng
颻,yáo yào
颼,sōu
颽,kǎi
颾,sōu sāo
颿,fān
飀,liú
飁,xí
飂,liù liáo
飃,piāo piào
飄,piāo
飆,biāo
飉,liáo
飋,sè
飍,xiū
飛,fēi
飝,fēi
食,shí sì yì
飡,cān
飢,jī
飣,dìng
飥,tuō
飦,zhān gān
飧,sūn
飩,tún zhùn
飪,rèn
飫,yù
飬,juàn yǒng
飭,chì shì
飯,fàn
飱,cān sūn
飲,yǐn yìn
飳,tǒu zhù
飴,yí sì
飵,zuò zé
飶,bì
飷,jiě
飺,cí
飼,sì
飽,bǎo
飾,shì chì
飿,duò
餀,hài
餂,tián tiǎn
餃,jiào jiǎo
餄,jiá hé
餅,bǐng
餆,yáo
餇,tóng
餈,cí
餉,xiǎng
養,yàng yǎng
餋,juàn
餌,ěr
餎,le
餏,xī
餐,cān sūn
餑,bō
餒,něi
餓,è
餔,bū bù
餕,jùn
餖,dòu
餗,sù
餘,yú yé
餙,shì xī
餚,yáo
餛,hún kūn
餜,guǒ
餞,jiàn
餟,zhuì
餡,xiàn kàn
餢,bù
餣,yè
餤,tán dàn
餥,fēi
餦,zhāng
餧,něi wèi
館,guǎn
餩,è
餪,nuǎn nuàn
餫,yùn hún
餬,hú
餭,huáng
餮,tiè
餯,huì
餰,jiān zhān
餱,hóu
餲,ài hé
餳,xíng táng
餵,wèi
餶,gǔ
餷,chā
餸,sòng
餹,táng
餺,bó
餻,gāo
餼,xì
餽,kuì
餾,liù liú
餿,sōu
饀,táo tāo xiàn
饁,yè
饃,mó
饅,mán
饆,bì
饇,yù
饈,xiū
饉,jǐn
饊,sǎn
饋,kuì tuí
饌,zhuàn xuǎn
饎,chì
饏,dàn
饐,yì yē èn
饑,jī qí
饒,ráo
饔,yōng
饕,tāo
饖,wèi
饗,xiǎng
饘,zhān
饙,fēn
饛,méng
饜,yàn
饞,chán
饠,luó
饡,zàn
饢,náng nǎng
首,shǒu
馗,kuí qiú
馘,guó xù
香,xiāng
馚,fén
馛,bó
馜,nǐ
馝,bì
馞,bó pò
馟,tú
馠,hān
馡,fēi
馢,jiān
馣,ān
馤,ài
馥,fù bì
馦,xiān
馧,yūn wò
馨,xīn
馩,fén
馪,pīn
馫,xīn
馬,mǎ
馭,yù
馮,píng féng
馯,hàn qián hán
馰,dí
馱,tuó duò dài
馲,zhé tuō
馳,chí
馴,xún
馵,zhù
馶,zhī shì
馷,pèi
馸,xìn jìn
馹,rì
馺,sà
馻,yǔn
馼,wén
馽,zhí
馾,dàn dǎn
駀,yóu
駁,bó
駃,jué kuài
駉,jiōng
駊,pǒ
駋,zhāo
駌,yuān
駍,péi pēng
駎,zhòu
駏,jù
駐,zhù
駑,nú
駒,jū jù
駓,pī
駔,zǎng zù zǔ
駕,jià jiā
駖,líng
駗,zhěn
駘,tái dài zhài tāi
駙,fù
駚,yǎng
駛,shǐ
駜,bì
駝,tuó
駞,tuó
駟,sì
駡,mà
駢,pián
駣,táo
駤,zhì
駥,róng
駧,dòng
駨,xūn xuàn
駩,quān
駪,shēn
駫,jiōng
駬,ěr
駭,hài
駮,bó
駯,zhū
駰,yīn
駱,luò jià
駳,dàn
駶,jú
駷,sǒng
駸,qīn
駹,máng
駺,láng liáng
駻,hàn
駼,tú
駽,xuān
駾,tuì
駿,jùn
騀,ě é
騁,chěng
騂,xīng
騃,sì ái tǎi
騄,lù
騅,zhuī
騆,zhōu dòng
騇,shè
騉,kūn
騊,táo
騋,lái
騍,kè
騎,qí jì
騏,qí
騑,fēi
騔,gé
騕,yǎo
騖,wù
騙,piàn
騚,qián
騛,fēi
騜,huáng
騝,qián
騞,huō
騟,yú
騠,tí
騢,xiá
騣,zōng
騤,kuí jué
騥,róu
騦,sī
騧,guā
騩,guī tuí
騪,sōu
騫,qiān jiǎn
騬,chéng
騭,zhì
騮,liú
騯,péng bǎng
騰,téng
騱,xí
騲,cǎo
騳,dú
騴,yàn
騵,yuán
騶,zōu zhū zhòu qū
騷,sāo sǎo xiāo
騸,shàn
騺,zhì chì
騼,lù
騽,xí
騾,luó
騿,zhāng
驀,mò mà
驁,ào yào
驂,cān
驃,biāo piào
驄,cōng
驅,qū
驆,bì
驈,yù
驉,xū
驊,huá
驋,bō
驌,sù
驍,xiāo
驎,lín
驏,zhàn
驐,dūn
驒,tuó
驓,céng
驔,diàn
驕,jiāo xiāo jū qiáo
驖,tiě
驗,yàn
驙,zhān zhàn
驚,jīng
驛,yì
驜,yè
驞,pīn
驟,zhòu
驠,yàn
驡,lóng zǎng
驢,lǘ
驤,xiāng
驥,jì
驦,shuāng
驧,jú
驨,xí
驩,huān
驪,lí chí
驫,biāo piāo
骨,gǔ gú gū
骫,wěi wán
骭,gàn
骮,yì
骯,kǎng āng
骰,gǔ tóu
骱,jiá jiè xiè
骲,bào
骳,bèi
骴,cī zhài
骶,dǐ
骷,kū
骸,hái gāi
骹,qiāo jiāo xiāo
骺,hóu
骻,kuà
骼,gé
骽,tuǐ
骾,gěng
骿,pián
髀,bì
髁,kē kuà
髂,qià gé
髃,yú
髆,bó pò
髇,xiāo
髈,páng pǎng bǎng
髉,bó jué
髊,cī cuō
髍,mó
髎,liáo
髏,lóu
髐,xiāo
髑,dú
髒,zǎng zāng
髓,suǐ
體,tǐ tī
髕,bìn
髖,kuān
高,gāo gào
髚,qiào
髛,kāo
髜,qiǎo
髝,láo
髞,sào
髟,biāo piào shān
髡,kūn
髣,fǎng
髤,xiū
髦,máo
髧,dàn
髩,bìn
髫,tiáo
髬,pī
髭,zī
髮,fà
髯,rán
髰,tì
髱,bào
髲,bì
髳,máo róu méng
髴,fú fèi
髵,ér
髶,róng èr
髷,qū
髸,gōng
髹,xiū
髺,kuò yuè
髻,jì jié
髼,péng
髽,zhuā
髾,shāo shǎo shào
髿,suō
鬀,tì
鬁,lì
鬃,zōng
鬄,dí tì
鬅,péng
鬆,sōng sòng sóng
鬇,zhēng
鬈,quán
鬉,zōng
鬊,shùn
