Character,Reading
豸,tokeru yurumeru
豹,hyou
豺,yamainu
豾,kodameki
貂,ten itachi
貆,mujina
貇,kamu
貉,mujina
貊,ebisu
貌,katachi katadoru
貍,tanuki
貐,kemono
貒,mami
貓,neko
貘,baku
貙,kemono
貛,mamidameki
貜,oozaru
貝,kai
貞,tadashii
負,ou makeru tanomu
財,takara wazuka
貢,mitsugu mitsugi
貤,kasaneru
貧,mazushii
貨,takara
販,akinau
貪,musaboru
貫,tsuranuku hiku
責,semeru seme
貭,moto mochimae sunao
貮,futatsu
貯,takuwaeru
貰,morau morai
貲,takara
貳,futatsu
貴,toutoi tattoi toutobu
貶,otosu otoshimeru
買,kau
貸,kasu
貹,takara
貺,tamau
費,tsuiyasu tsuieru tsuie
貼,haru tsuku
貽,okuru
貿,kaeru akinau
賀,yorokobu
賁,kazaru kawaru majiru
賂,mainau
賃,yatou
賄,makanau mainau makanai
賅,tariru
賆,masu
資,moto
賈,akinau akinai uru
賉,ureeru
賊,sokonau
賋,akiruka
賍,kakusu
賎,iyashi
賏,kubikazari
賑,nigiwau nigyaka nigiwai
賓,maroudo shitagau
賔,maroudo shitagau
賕,mainai
賖,tooi haruka yuruyaka ogoru ogori
賙,ataeru
賚,tamau tamamono
賛,tasukeru tataeru
賜,tamawaru tamau tamamono
賝,takara
賞,homeru
賠,tsugunau
賡,tsugu tsugunafu
賢,kashikoi masaru
賣,uru
賤,iyashii shizu
賦,mitsugi
賨,mitsugi
質,moto tasukeru toru
賬,tobari
賭,kakeru kake
賯,takara
賰,tomu
賲,tamotsu komegura
賴,tanomu tayoru tayori
賵,okuru
賷,motarasu
賸,masu
賺,sukasu
賻,tasukeru okuru
購,aganau
賽,mukuimatsuru
賾,okubukai
賿,zeni
贁,yabureru
贃,sukasu
贄,nie
贅,ibo
贈,okuru
贉,tetsuke
贊,tasukeru tataeru
贋,nise
贍,sukuu tariru
贏,amari
贐,hanamuke
贒,kashikoi
贓,kakusu
贔,ikaru
贖,aganau
贗,tadashikunai nise nisemono
贛,tamau
贜,kakusu
赑,ikaru
赤,aka akai
赥,aka akai
赦,yurusu
赧,akarameru
赩,aka
赫,akai kagayaku
赬,aka
赭,akatsuchi aka
赮,aka
走,hashiru
赱,hashiru
赳,hataraki
赴,omomuku
起,okiru okoru tatsu
趁,ou
超,koeru kosu
越,koeru kosu
趍,hisashii
趐,susumu
趕,ou
趙,oyobu koeru subashikoi
趞,fumu
趟,odoru
趠,tooi
趣,omomuki omomuku unagasu
趦,yukinayamu
趨,hashiru omomuku
趫,subayai
趬,migarui
趯,sakebu
趲,chiru
足,ashi tariru tasu
趵,utsu
趹,hashiru
趺,ashi
趻,hurahurasuru
趼,tsumadatsu
趾,ashi moto ato
跀,ashikiku yugamu ibitsu
跂,mutsuyubi
跅,yurumu
跆,fumu
跇,koeru
跈,fumu
跊,fumu
跋,fumu okugaki
跌,tsumazuku ayamatsu
跎,tsumazuku
跑,agaku
跔,kagamu
跕,fumu
跖,ashinoura
跗,ashinokou
跙,yukinayamu
跚,yoromeku
跛,chinba
距,kezume tagau hedateru
跟,kubisu
跡,ato
跣,hadashi
跤,sune
跥,yuku
跧,keru
跨,matagu matagaru
跪,hizamazu
跫,ashioto
跬,hitoashi
路,ji michi
跰,shitagau
跱,todomaru
跲,tsumazuku
跳,haneru tobu odoru
跴,ou
践,fumu
跺,yuku
跼,hizamazu
跽,hizamazuku
踁,sune
踄,fumu
踅,kenken
踆,shirizoku
踈,tooru utoshi arashi
踉,odoru
踊,odoru odori
踋,ashi
踏,fumu
踐,fumu
踑,ashiato
踔,taku fumu
踖,fumu
踝,kurubushi
踞,uzukumaru
踠,mogaku kagamu
踡,kagamu
踢,keru
踣,taoreru
踦,kataashi
踧,ikiyasui
踪,ato
踰,koeru
踱,hadashi
踳,somuku
踴,odoru
踵,tsugu kubisu
踶,fumu
踷,nanameniyuku
踸,hurajurasuru
踹,kakato
蹀,humu
蹁,yoromeku
蹂,fumu
蹄,hizume
蹇,ashinae nayamu
蹈,fumu
蹉,tsumazuku
蹊,komichi wataru
蹋,humu
蹌,ugoku yoromeku
蹍,humu
蹎,tsumazuku
蹏,hizume
蹐,nukiashi sashiashi
蹔,totsushinsuru
蹕,sakibarai
蹙,semaru
蹛,humu
蹝,humu
蹞,hitoashi
蹟,ato
蹠,ashinoura
蹢,tatazumu
蹣,yoromeku
蹤,ato
蹩,humu
蹬,yoromeku
蹭,yoromeku
蹯,ashinoura
蹰,tamerau
蹱,tamerau
蹲,tsukubau uzukumaru
蹴,keru
蹶,tsumazuku taoreru
蹹,humu
蹺,migarui
蹼,mizukaki
躁,sawagu
躂,tsumazuku
躃,izari
躄,izari
躅,fumu ato
躇,tamerau
躉,hashike
躊,tamerau
躋,noboru
躍,odoru
躐,humu
躑,tachimotooru
躒,ugoku
躓,tsumazuku
躔,fumu
躕,tamerau
躗,humu
躙,fumu
躚,mau
躛,humu
躝,koeru
躞,yuku
躡,fumu
躢,fumu
躧,kutsu
躩,susumanai
躪,fumu
身,mi mizukara
躬,mi
躭,hukeru
躮,segare
躯,karada
躰,karada
躱,kawasu
躲,kawasu
躳,mi
躵,nerau shinobu
躺,husu
躻,utsuke
躾,shitsuke shitsukeru
軀,karada
軁,semushi
軅,yagate
軆,karada
軇,takai
軈,yagate
車,kuruma
軋,kishiru
軌,wadachi michi
軍,tsuwamono ikusa
軏,kusabi
軒,noki
軔,hadome
軖,tsumugikuruma
軛,kubiki
軜,tazuna
軟,yawaraka yawarakai
転,korobu korogaru meguru
軣,todoroku
軨,tesori
軫,yokogi kotoji
軭,todokooru
軰,yakai tomogara
軱,oobone
軸,shingi makimono
軹,ana jikugashira
軼,sugiru
軽,karui karoyaka karonjiru
軾,shikimi
軿,atsumaru kakuru
輀,hitsugiguruma jishiya
較,kuraberu
輅,mikuruma mukaeru
載,noseru shirusu noru
輊,hikui omoi
輌,narabu kuruma
輏,karui
輐,marui
輒,wakigi sunawachi
輓,hiku
輔,tasukeru tasuke suke
輕,karui karoyaka
輗,kusabi
輘,hikitsubusu
輙,wakigi sunawachi
輛,narabu kuruma
輜,horoguruma
輝,kagayaku kagayaki
輞,wa
輟,yameru
輠,aburatsubo
輣,ikusagurumu
輥,mawaru
輦,teguruma tagoshi
輧,atsumaru kakuru
輨,ooi
輩,tomogara
輪,wa
輬,neguruma
輭,neguruma
輮,oowa
輯,atsumeru yawaragu
輳,atsumaru
輶,karui
輷,todoroku
輸,okuru itasu
輹,tokoshibari
輺,horoguruma niguruma
輻,ya
輾,meguru kishiru
輿,koshi
轁,tsutsumu yumibukuro
轂,koshiki
轄,kusabi
轅,nagae
轆,nagaeshiha
轇,tookunagai
轉,korobu korogaru
轌,sori
轍,wadachi
轎,kago yamakago
轑,tawameru
轔,hibiki
轕,kashimashii
轘,kurumazaki
轜,hitsugigu
轝,koshi
轞,hibiki
轟,todoroki todoroku
轡,tazuna kutsuwa
轢,kishiru
轣,kishiru
轤,kurumagi rokuro
轥,fuminijiru
辛,karai tsurai kanoto
辜,tsumi
辝,yameru
辞,yameru kotoba kotowaru
辟,kimi mesu hiraku
辠,tsumi sochiru
辡,utsutaheru
辣,karai kibishii mugoi
辤,yameru
辥,tsumi
辦,tsutomeru
辧,kanmuri wakeru wakimaeru
辨,wakeru wakimaeru
辭,yameru
辮,amu
辯,wakeru arasou
辰,tatsu
辱,hazukashime katajikena
農,kusagiru tagayasu
辵,shinnyou
辶,shinnyou
辷,suberu
辸,yuku oyobu
边,atari be hotori
辺,atari be hotori
辻,tsuji
込,komu komi
达,nameraka suberu tassuru
辿,tadoru tadori
迀,motomeru susumeru saegiru
迁,utsuru utsusu miyakogae
迂,sakeru tooi toomichi
迄,oyobu made
迅,hayai
迆,naname
迊,meguru
迋,yuku azamuku
迎,mukaeru
运,hashiru
近,chikai
迒,ashiato
迓,mukaeru
返,kaesu kaeru
迕,deau
迚,totemo tote
迠,yuku
迢,haruka
迣,saegiru
迤,naname
迥,haruka
迦,kuraberu deau
迨,itaru
迩,chikai
迪,michi
迫,semaru
迬,yuku iku inishie
迭,kawaru katamini
迮,tatsu
迯,nigeru nogasu
述,noberu
迱,yuku
迴,meguru
迵,tooru
迶,yuku
迷,mayou madou mayoi
迸,hashiru hotobashiru
迹,ato
迺,sunawachi no
迻,utsuru
追,ou
迾,saegiru
退,shirizoku shirizokeru
送,okuru okuri
适,hayai
逃,nigeru nogasu nogareru
逄,husagu
逅,au
逆,sakarau mukaeru arakajime
逈,haruka
逋,nogareru
逌,yuruyaka
逍,samayou tachimotooru
逎,semaru tsuyoi
透,suku sukasu tooru
逐,ou
逑,atsumeru au tagui
逓,tagaini kawaru
途,michi
逕,komichi chikai sugu
逖,tooi
逗,todomaru
逘,susumu matsu
這,hau hai mukaeru
通,tooru kayou toori
逛,hashiru
逝,yuku
逞,takumashii tooru hayai
速,hayai sumiyaka
造,tsukuru itaru naru
逡,shirizoku
逢,au mukau ai
連,tsuranaru tsureru shikirini
逥,mawasu mawaru kaeru meguru
逧,sako hazama
逨,kitaru tsuku itaru tsukareru
逩,hashiru
逪,majiru midareru somuku
逬,hashiru hotobashiru shirizokeru tsukafu
逭,nogareru
逮,oyobu
逰,asobu asobi susabi
週,meguru
進,susumu susumeru
逳,meguru yuku aruku
逴,tooi
逵,ouji
逷,tooi
逸,hashiru ushinau soreru
逹,tooru toosu togaru
逺,tooi toozakaru ochi
逼,semaru
逾,koeru iyoiyo
逿,sugiru
遁,nogareru
遂,togeru tsuini
遃,yuku asobu
遄,shibashiba
遅,osoi okureru matsu
遇,au motenasu tamatama
遉,ukagau sasuga
遊,asobu asobi susabi
運,hakobu meguru megurasu
遌,deau
遍,amaneshi
過,sugiru ayamatsu toga
遏,todomeru
遐,tooi nanzo
遑,itoma hima
遒,semaru tsuyoi
道,michi iu michibiku
達,tooru todoku
違,chigau tagau yokoshima
遖,appare
遘,au
遙,haruka
遜,yuzuru herikudaru shitagau
遝,irimajiru
遞,tagaini kawaru
遟,osoi okureru
遠,tooi toozakaru ochi
遡,sakanoboru
遣,tsukawasu tsukau yaru
遥,haruka
遦,yuku nareru kegasu
遧,akiraka
遨,asobu
適,yuku kanau masani
遬,sumiyaka kawaru chijimu komakai tsutsushimu
遭,au
遮,saegiru
遯,nogareru
遰,saru
遲,osoi okureru
遴,yuonayamu
遵,shitagau
遶,meguru
遷,utsuru utsusu
選,erabu
遹,katayoru
遺,nokosu wasureru suteru
遼,haruka
遽,niwaka sumiyaka awatadashi
避,sakeru
邀,mukaeru motomeru
邁,yuku sugiru tsutomeru
邂,au
邃,okubukai
還,kaeru mata meguru
邅,yuonayamu
邇,chikai chikashi chika
邈,tooi
邉,atari be
邊,atari be
邋,kujiku
邌,omomuro osoi
邏,meguru
邐,tsuzuku
邑,kuni mura ureeru
邡,hakaru
那,nanzo nani
邦,kuni
邨,mura murazato
邪,ya ka yokoshima
邱,oka
邸,yashiki
郁,akiraka kaguwashii sakan
郃,au
郅,itaru
郊,matsuru inaka
郎,otoko
郒,otoko
郛,kuruwa
郞,otoko
郡,koori
郤,aogu hima
部,wakeru suberu tsukasa
郭,kuruwa
郵,shukuba
郷,sato furusato sakini
都,miyako subete
鄂,kagiri odoroku
鄉,sato furusato sakini
鄕,sato furusato sakini
鄙,hina iyashii
鄭,kasaneru
鄰,tonari tonaru
鄼,atsumaru
鄽,tana mise
酇,atsumaru
酉,tori minoru
酊,you
酋,osa
酌,kumu
配,kubaru narabu naraberu
酎,kamosu
酏,kibisake amasake yonesake
酒,sake
酓,nigai
酔,you yoi
酖,fukeru
酙,kumu
酚,huenooru
酛,sakenomoto
酡,akaramu
酢,su
酣,takenawa
酤,hitoyozake
酥,chichizake
酦,kamosu
酧,mukuiru
酩,you
酪,chichizake
酫,shihozuke
酬,mukuiru mukui
酭,mukuiru
酱,hishio
酲,waruyoi akiru sameru
酳,susugu susuru
酴,sakenomoto
酵,moto
酶,sakenomoto sakadane
酷,kibishii hanahadashi mugoi
酸,sui su tsurai
酹,sosogu
酺,utage
酻,toishireru
醁,umazake
醂,awasu sawasu tarugaki
醅,doburoku
醆,sakazuki
醇,moppara
醉,you
醊,matsuru
醋,su
醎,seishiyu
醑,umazake
醒,sameru samasu
醓,hishio
醔,furuzake sakenotsukasa
醕,koi atsushi
醖,kamosu
醗,kamosu
醘,sakazuki
醜,minikui nikumu tagui
醞,kamosu
醢,shiokara
醤,hishio
醦,su sui suisama
醨,usuzake
醪,nigoriza
醫,iyasu kusushi
醬,hishio
醭,kabi
醮,matsuru
醯,su
醱,kamosu
醴,amazake
醵,sakamori atsumeru
醶,su sui shihokarai
醸,kamosu
醺,you
醻,mukuiru
醼,sakamori
釀,kamosu
釁,chinuru hima suki
釂,nomihosu
釃,kosu
釅,su sake koi
釆,wakatsu wakareru hizume
采,toru
釈,toku suteru yurusu
釉,uwagusuri
釋,toku suteru yurusu
里,sato
重,omoi kasaneru e
野,no
量,hakaru
釐,osameru
金,kane
釓,ishiyumi
釔,itoryuumu
釗,kezuru
釘,kugi
釙,aragane boronyuumu
釚,ishiyumi
釛,kane kogane
釜,kama
針,hari
釞,surudoi
釟,kitaeru
釡,kama
釣,tsuri tsuru
釤,oogama
釥,yoikane yoi mimeyoi surudoi komaka kamaka
釦,botan
釧,udewa kushiro
釩,harau
釬,kote
釭,karimo
釮,sorudoi
釯,hokosaki kissaki
釰,nibui
釱,ashikase
釵,kanzashi
釶,hoko
釷,toryuumu
釻,ishiyumi
釼,tsurugi
釽,kanagaki saku
釿,tatsu kiru masakari
鈀,ikusaguruma
鈁,sakatsubo
鈆,namari
鈇,ono
鈉,kitaeru
鈊,kane
鈌,sasu
鈍,nibui niburu
鈎,kagi kakeru
鈐,suki
鈑,itagane
鈒,teboko
鈓,nureru
鈔,hasamitoru kasumeru utsusu
鈕,tsumami botan
鈘,kama
鈝,kine
鈞,hitoshii
鈣,karushiumu
鈤,gerumanyuumu
鈦,chitanyuumu
鈨,habaki
鈩,irori
鈬,suzu
鈮,itomakinoashi
鈯,nibui horu
鈰,ken seryuumu
鈴,suzu
鈵,katai
鈶,taryuumu
鈷,tatsu
鈸,suzu
鈹,oohari
鈺,takara
鈼,kama seirou koshiki
鈾,uranyuumu
鈿,kanzashi
鉀,yoroi karyuumu
鉂,kanawa sasu
鉃,yajiri yanone toi surudoi
鉄,kurogane
鉅,hagane
鉆,kanabasami
鉇,hoko
鉈,hoko nata
鉉,tsuru
鉊,ookama
鉋,kanna
鉍,bisumasu
鉎,sabi
鉏,suki
鉑,burachina
鉗,kubikase
鉘,kazaru
鉙,kogane
鉚,yoikane
鉛,namari
鉜,kazari
鉞,masakari
鉡,suki
鉢,hachi
鉤,kagi kakeru
鉥,nagaibari
鉦,kane
鉧,kera
鉨,itomaonoashi
鉩,tadashii kobako
鉱,aragane
鉵,suki
鉶,kanae
鉸,hasami
鉹,koshiki
鉻,moru
鉼,ooban
鉽,kanaenotsukimono
鉾,hoko kitsusaki
鉿,ochikomuoto
銀,shirogane
銃,tsutsu
銅,akagane
銉,hari
銊,nokogirinooto
銍,kama
銑,zuku
銒,sakeine saketsubo atsumononabe
銓,hakari hakaru
銕,kurogane
銖,nibui
銗,kubikase
銘,shirusu
銚,nabe suki hoko
銛,suki mori
銜,kutsuwa fukumu
銠,mutenyuumu
銤,osumiumu
銥,irijuumu
銧,rajuumu
銫,seshuumu
銭,zeni suki
銯,kasugai
銲,kote
銳,surudoi hayai
銶,nomi
銷,tokeru kesu
銸,hasami kanabasami kenuki kobako
銹,sabi
銼,kama
銽,tatsu kiru
銿,tsurigane
鋀,toryuumu
鋁,yasuri aruminyuumu
鋂,kusari
鋅,kohai
鋆,kane
鋇,atsugane baryuumu
鋈,shirogane metsuki
鋋,teboko
鋌,jigane
鋍,akikoboreru beriryuumu
鋎,yaiba
鋏,tsurugi tsuka hasami
鋐,utsuwa
鋒,hokosaki hoko
鋓,surudoi
鋕,kizamu
鋗,kobachi
鋘,suki
鋙,kuichigau
鋜,ashikase kanahodashi
鋟,kizamu
鋠,kurogane
鋡,ireru
鋤,kuwa suku suki
鋥,migaku togu
鋨,kurogane
鋩,hokosaki kitsusaki
鋪,shiku mise
鋬,himo
鋭,surudoi hayai
鋰,richuumu
鋲,byou
鋳,iru
鋸,nokogiri
鋹,surudoi
鋺,kanamari
鋻,tsuruginoha
鋼,hagane
鋿,migaku
錀,usagiami
錄,shirusu
錆,kuwashii sabi
錈,magaru
錍,ono
錏,shikoro
錐,kiri
錑,kanna kiri nokogiri mojiri nejiri
錔,tsutsumu
錕,karimo
錘,tsumu omori
錙,wazuka sakan
錚,dora
錜,kangishi
錠,joumae
錡,nokogiri kama
錢,zeni sen
錣,shikoro
錤,suki
錥,nabe
錦,nishiki
錧,kusabi
錨,ikari
錩,kanagu
錪,kama
錫,suzu
錬,neru
錮,fusagu
錯,majiru tagau oku
録,shirusu
錳,mangan
錴,rojuumu
錵,nie
錷,kadorinyuumu
錺,kazari
鍇,tetsu
鍉,utsuwa
鍊,neru
鍋,nabe
鍍,mekki
鍑,kama
鍒,namagane
鍔,tsuba
鍖,dai makuragi
鍗,kama
鍚,omogai
鍛,kitaeru
鍜,kitaeru
鍠,masakari
鍤,suki
鍥,kama kizamu
鍩,toru
鍪,kama
鍬,suki kuwa
鍭,ya
鍯,oonomi
鍰,mekata
鍱,itagane
鍳,kagami
鍴,kiri
鍵,kagi
鍶,seryuumu
鍺,makigane
鍼,hari sasu
鍽,kane
鍾,sakazuki atsumeru
鎀,aragane
鎂,maguneshiumu
鎊,kezuru
鎋,kusabi
鎌,kama
鎍,harigane
鎏,utsukushiigane
鎐,sakazuki
鎒,suki kusagiru
鎔,igata tokeru
鎖,kusari tozasu
鎗,yari
鎘,kanaenotsukimono kadomyuusu
鎚,tsuchi
鎛,kanekazari
鎞,kanzashi
鎡,kanae
鎣,migaku
鎤,kanenone
鎦,koshiki
鎧,yoroi
鎨,mebaeru
鎩,mebaeru
鎬,nabe shinogi
鎭,shizumeru
鎮,shizumeru osae shizumaru
鎰,kagi
鎴,sutoronshuumu
鎵,garyuumu
鎶,koromubyuumu
鎹,kasugai
鎺,habaki
鏁,kusari tozasu
鏃,yajiri
鏄,tetsunokatamari
鏅,kitaheru
鏆,ugatsu udewa
鏇,rokuro
鏈,kusari
鏉,surudoi sabi eru horu
鏊,yakinabe
鏋,kogane
鏑,yajiri kaburaya
鏓,oonome
鏖,minagoroshi
鏗,utsu tsuku
鏙,majiru
鏛,migaku
鏝,kote
鏞,tsurigane
鏟,itagane
鏡,kagami
鏢,kojiri
鏤,chiribameru
鏦,hoko
鏨,tagane
鏷,aragane
鏸,surudoi
鏹,zeni
鏺,kama
鏻,tsuyoi
鏽,sabi
鐁,kanna
鐂,koshiki kama korosu
鐃,dora
鐇,chouna tsuchi
鐈,takaashinonabe
鐍,obidome
鐎,nabe
鐏,ishizuki
鐐,shirogane ashikase
鐓,ishizuki tsuchi
鐔,tsuba
鐖,sakabari
鐗,hoko muchi
鐘,kane
鐙,takatsuki hitomoshi abumi
鐚,shikoro bita
鐟,chitanyuumu
鐡,kurogane kuro
鐫,nomi eru kiru
鐮,kama
鐯,kuha ohosuki
鐱,suki
鐲,hurigane
鐳,kame rajuumu
鐴,karasukinomimi migaku
鐵,kurogane
鐶,wa
鐸,suzu
鐺,nabe kojiri kote
鐻,kanekake
鐿,ichirubyuumu
鑃,nabe
鑄,iru
鑊,kama
鑌,hagane
鑑,kagami kangamiru
鑒,kagami kangamiru
鑓,yari
鑕,kanatoko
鑙,katai
鑚,kiri kiru
鑛,aragane
鑜,kareii bentou
鑞,suzu
鑟,inbako
鑠,tokasu
鑡,ohoban
鑢,yasuri
鑣,kutsuwa
鑨,utsuwa
鑪,irori
鑭,rantaniumu
鑮,oogane
鑯,kizamu
鑰,kagi
鑱,surudoi
鑲,igata
鑵,tsurube kan
鑷,kenuki kuginuki
鑼,dora
鑽,kiri kiru
鑾,suzu
鑿,nomi ugatsu
钁,kuwa
钃,suki
铇,kanna
铓,hokosaki kitsusaki
铔,shikoro
铦,suki mori
锺,sakazuki atsumeru
锽,masakari
镮,wa
長,nagai takeru osa
镸,nagaai osa
镹,nagai
镾,wataru toritsukurofu
門,kado
閂,kannuki
閃,hirameku
閇,tozasu tojiru musubi
閈,sato
閉,tojiru shimeru tozasu
閊,tsukaeru
開,hiraku aku
閏,uruu
閑,shikiri shizuka narau
間,aida ma shizuka
閔,awaremu ureeru
閖,yuru yuri yureru
閘,hinokuchi
閙,sawagashii
閝,kirimado
閞,hashiranomasugata
閟,tojiru
閠,tama
閡,shimeru
関,seki kannuki kakawaru
閣,kannuki tana takadono
閤,kugurido
閥,iegara isao
閦,ooi
閨,neya
閫,shikimi
閭,mura machi
閱,kemisuru heru
閲,kemisuru heru
閴,shizuka hissori
閹,shimobe meshitsukai kobihetsura
閻,chimata hiraku susumeru
閼,fusagu todomeru
閽,monban
閾,shikii
閿,miru
闃,shizuka
闆,miru
闇,tojiru kurai yami
闊,hiroi
闋,tojiru
闌,tesuri saegiru takenawa
闍,utena
闐,sakan
闑,shikimi
闒,mura
闓,hiraku
闔,tobira
闕,kakeru
闖,ukagau
闗,seki azukaru
闘,tatakau tatakai
闙,hiraku
闚,ukagau
關,seki
闝,oboreru
闞,nozomu
闟,ochitsuku tojiru
闡,hiraku
闢,hiraku
闤,kaki
闥,tsuiji yakusho
阇,utena
阜,oka
阝,kozatohen
阡,aze michi hakamichi
阤,saka kuzureru
阥,kage kageeru
阦,hi
阨,fusagaru semai
阪,saka
阬,ana
阯,ato
阱,ana
防,fusegu tsutsumi
阳,hi
阷,nomu
阸,fusagaru kagiru samatogeru semaru ayafui kurushimi nayami kehashii hedatefusagu seemai
阺,ori
阻,habamu kewashii hedateru
阼,kizahashi
阽,kuzurekakaru
阿,kuma omoneru o
陀,kewashii
陁,naname nanamenosama
陂,tsutsumi
附,tsuku
陋,semai iyashii
陌,michi machi
降,oriru furu taguru
陏,ochiru namakeru
限,kagiru kagiri
陒,yaburetakaki yabureru kehashii
陖,kizahashi
陗,kehashikutakai matsusugudetakai kehashii takai kibishii seemaru kakureru setsukachi kehashiisaka
陘,tani
陛,kizahashi
陜,semai
陞,noboru
陟,noboru
陡,sobadatsu
院,in
陣,jindate ikusa
除,nozoku harau
陥,ochiiru otoshiireru
陪,shitagau
陬,sumi
陮,takai ayafui
陰,kage kageru kurai
陲,hotori
陳,tsuraneru noberu furui
陴,himegaki
陵,misasagi shinogu oka
陶,sue
陷,ochiiru otoshiireru
陸,oka
険,kewashii
陻,husagu
陼,shima
陽,hi itsuwaru
陾,ooi
陿,semai
隁,tsutsumi
隂,kage kageeru
隃,koeru
隄,tsutsumi
隅,sumi
隆,nakadaka takai
隈,kuma
隉,ayaui
隊,kumi
隋,ochiru namakeru
隍,hori
階,kizahashi hashigo shina
随,shitagau
隐,kakureru kakusu yoru
隑,nagai
隔,hedateru hedataru hedatari
隕,ochiru
隖,tsutsumi
隗,kewashii takai
隘,semai
隙,suki hima
隚,ishizue
際,kiwa majiwaru ai
障,sawaru hedate fusegu
隝,shima
隟,suki hima
隠,kakureru kakusu yoru
隣,tonari tonaru
隤,ochiru
隥,kida kizahashi
隦,himegaki
隧,michi meguru noroshidai
隨,shitagau
隩,kuma
險,kewashii
隮,noboru
隯,shima
隰,sawa
隱,kakureru
隲,noboru
隳,kuzureru
隴,une oka
隶,oyobu
隷,shimobe shitagau
隸,shimobe shitagau
隹,tori
隺,agaru
隻,hitotsu
隼,hayabusa
雀,suzume
雁,kari
雄,osu o
雅,miyabiyaka tsune
集,atsumaru tsudou atsumeru
雇,yatou yatoi
雈,mimizuku
雉,kiji
雋,sugureru
雌,mesu me
雍,yawaragu fusagu
雎,misago
雑,majiru majieru
雒,mimizuku
雕,washi kizamu
雖,iedomo
雘,shinshiya
雙,futa futatsu narabu
雚,kounotori
雛,hina
雜,majiru majieru
雝,yawaragu
雞,niwatori
雟,tsubame
離,hanareru hanasu tsuku
難,katai muzukashii
雨,ame ama
雩,amagoi
雪,yuki susugu
雫,shizuku
雰,kiri
雲,kumo
零,ochiru furu koboreru
雷,kaminari ikazuchi
雹,hyou
雺,kiri
電,inazuma
需,nureru matsu motomeru
霃,kumoru
霄,sora
霅,yakamashii
霆,ikazuchi
震,furuu furueru
霉,tsuyu shimeri shimi
霊,tama
霍,niwaka
霎,kosame
霏,moya
霑,uruou
霓,niji
霖,nagaame
霙,mizore
霚,kiri
霛,tama
霜,shimo
霞,kasumi kasumu
霡,kosame
霢,kosame
霣,ame
霤,amadare
霧,kiri
霰,arare
霱,medetaikumo
露,tsuyu arawareru
霸,hatagashira kashira
霹,hatameku
霽,hareru
霾,tsuchifuru tsuchigumori
靁,kaminari
靃,haoto
靄,moya
靈,tama
靎,tsuru
靏,tsuru
靑,ao aoi
青,ao aoi
靕,tadashii
靖,yasui yasunjiru yasu
靗,ukagafu
静,shizuka shizumeru shizumaru
靛,ai
靜,shizuka
非,soreru arazu
靠,tagau yoru
靡,nabiku nai
面,omo omote tsura
靣,omo omote tsura
靤,nikibi
靨,ekubo
革,kawa aratamaru aratameru
靪,oginau
靫,utsubo yugi
靭,shinayaka utsubo yugi
靮,tazuna
靱,shinayaka
靳,munagai
靴,kutsu
靶,tazuna
靷,hikizuna
靸,kutsu
靻,omogai
靼,nameshigawa
靽,kizuna
靿,kawagushi
鞀,huritsuzumi
鞁,hikizuna tazuna haraobi
鞄,kaban
鞅,munagai haraobi uramu
鞆,tomo
鞉,huritsuzumi
鞋,waraji
鞍,kura
鞏,katai
鞐,kohaze
鞕,katai
鞗,tazuna
鞘,saya
鞚,omogai
鞜,kutsu
鞞,saya
鞠,mari
鞣,nameshigawa
鞦,shirigai
鞨,kawagutsu
鞫,kiwameru kiwamaru
鞬,yumibukuro
鞭,muchi muchiutsu
鞮,kawagushi
鞱,tsutsumu yumibukuro
鞲,yugote
鞴,utsubo fuigo
鞵,waraji kutsu
鞸,hizakake
鞼,tazuna tsuyoi kujiku kujikeru nuhitorioshitanameshigaha
鞾,kutsu
鞿,kutsubami
韁,tazuna
韃,muchiutsu
韄,katanosageo
韆,toru
韇,yazutsu
韈,tabi kutsushita
韉,shitagura
韊,yazutsu ebira
韋,nameshigawa somuku
韌,shinayaka
韍,hizakake
韎,akanezomenokawa
韐,kawa
韑,hikari
韓,igeta
韔,yumibukuro
韗,kutsu
韘,yugake
韙,tadashii
韛,fuigau ebira
韜,yubukuro
韝,yugote
韞,kakiiro
韠,hizakake
韡,sakan
韤,tabi kutsushita
韭,nira
韮,nira
韯,yamanira
韱,yamanira
韲,namasu
音,oto ne
韴,togireru togiregoe futsu
韵,hibiki
韶,tsugu
韷,kamabisushii
韸,yawaragu
韻,hibiki
響,hibiku hibiki
頁,kashira peeji
頂,itadaki itadaku
頃,koro shibaraku
項,unaji
順,sunao shitagau
頇,ookii
須,hige motomeru mochiiru
頉,otogai ago
頊,tadashii
頌,homeru tataeru katachi
頍,atamawoageru
頎,katachigayoi
頏,nodo
預,azukeru arakajime azukaru
頑,katakuna
頒,wakeru shiku
頓,nukazuku tsumazuku tomini
頔,utsukushii yoi
頖,wakatsu
頗,katayoru sukoburu
領,unaji eri osameru
頙,tadashii
頚,kubi
頜,ago
頞,hanasuji
頠,shitoyaka
頡,ookii kasumetoru
頣,ukagaimiru
頤,otogai
頥,ago otogai
頦,ago
頫,utsumuku
頬,hoo
頭,atama kashira koube
頮,kaowoarau
頯,hoobone
頰,hoo
頳,akai
頴,hosaki
頵,ookii
頷,ago unazuku
頸,kubi
頹,kuzureru kuzusu otogai
頻,shikirini
頼,tanomu tayoru tayori
頽,kuzureru kuzusu otogai
頾,hige kuchihige
顄,otogai
顆,tsubu
顇,yatsureru
