Character,Reading
并,awaseru narabu
幷,awaseru narabu
幸,saiwai shiawase sachi
幹,miki waza
幺,chiisai
幻,maboroshi
幼,osanai
幽,kurai kasuka
幾,iku kizashi chikai
广,ie
庀,osameru
庁,yakusho
広,hiroi hiromeru hirogeru
庄,inaka murazato
庇,oou kabau hisashi
床,yuka toko yukashii
庋,todana
庌,hisashi
庎,tana nagashi
序,tsuide noberu
底,soko nanzo
庖,kurya
店,mise tana
庚,kanoe
府,yakusho miyako
庠,manabiya
庢,sahegiritodomeru
庤,takuwaeru
庥,kage
度,tabi hakaru memori
座,suwaru kura imasu
庫,kura
庬,hakkirishinai
庭,niwa
庰,ooi oou osameru
庲,ihe
庳,hikui
庵,iori
庶,moromoro koinegau chikai
康,yasui
庸,mochiiru tsune ani
庻,moromoro koinegau chikai
庽,yoru yoseru
庾,kura
庿,mitamaya
廀,kakusu kakureru kuma motomeru
廁,kawaya
廂,hisashi
廃,sutareru sutaru
廆,kaki
廈,ie hisashi
廉,kado yasui
廊,watadono
廋,kakusu
廎,ihenokatahara
廐,umaya
廓,toride kuruwa
廔,mado mune noki
廕,ohohu kabahu kage
廖,munashii
廗,ihegayugamu
廘,komegura
廙,tenmaku tsutsushimu hisashi
廚,kurya
廛,yashiki mise
廜,ihori
廝,komono
廞,tsuraneru okosu kehashiisama
廟,tamaya mitamaya yashiro
廠,umaya
廡,hisashi
廢,sutareru fusu ochiru
廣,hiroi hiroba hiromeru
廥,magusagura kura
廦,kaki heya
廨,yakusho
廩,kura
廪,kura
廫,munashii utsuro
廬,iori ie
廮,ochitsuku
廯,komegura
廰,yakusho ie
廱,yawaragu
廳,yakusho ie
廴,nobasu
延,nobiru nobasu
廷,niwa
廸,michi
建,tateru
廻,meguru mawaru meguri
廼,sunawachi no
廽,mawasu mawaru kaeru meguru
廾,sasageru
廿,nijuu
弁,kanmuri wakeru wakimaeru
异,ageru
弃,suteru
弄,moteasobu tawamureru
弆,osameru shimaikomu
弇,oou
弉,sakan
弊,tsukareru kurushimu yabureru
弋,igurumi
弌,hitotsu
弍,futatsu
弎,mi miitsu miittsu
式,nori nottoru
弐,futatsu
弑,shiisuru korosu
弒,shiisuru korosu
弓,yumi
弔,tomurau tsuru
引,hiku
弖,te
弗,doru
弘,hiroi hiromeru
弙,ohatsutenerafu motsu
弛,yurumu
弜,tsuyoi tsuyoiyumi
弝,yuzuka tsuka
弟,otouto
弡,tsuyokuisamashii
弢,yumibukuro
弣,yuzuka
弥,hisashii tooi ya
弦,tsuru
弧,kyumi
弨,sorikaeru
弩,ishumi
弫,yumigatsuyoi
弬,yuminona
弭,yuhazu
弮,ishiyumi magaru maki
弯,hiku
弰,yuhazu
弱,yowai yowaru yowamaru
弴,eyumi
張,haru hari
弶,amioharu wanaokakeru
強,tsuyoi shiiru tsuyomaru
弸,michiru
弹,tama hazumu hiku
强,tsuyoi shiiru tsuyomaru
弻,tasukeru
弼,tasukeru yudame suke
弽,yugake
弾,tama hazumu hiku
弿,yumigatsuyoi
彂,hanatsu tsukawasu abaku okoru
彃,iru yumizuru
彄,yuhazu yugake
彅,nagi
彇,yuwazu
彈,tama hazumu hiku
彊,tsuyoi shiiru
彋,tobarinohirugaherukoe
彌,hisashii wataru amaneshi
彍,haru hashiru
彎,hiku
彐,keigashira
当,ataru ateru ate
彔,kizamu
彖,toku
彗,houki
彘,buta
彙,harinezumi atsumaru tagui
彚,harinezumi atsumaru tagui
彛,tsune
彜,tsune
彝,tsune
彞,tsune
彠,hakaru
彡,kami
形,katachi kata arawareru
彣,aya
彤,akai
彥,hiko
彦,hiko
彧,aya
彩,irodoru irodori tsuya
彪,aya
彫,horu
彬,akiraka
彭,yuku michi sakan
彰,aya akiraka arawareru
影,kage
彲,mizuchi
彴,marukibashi
彵,shizukaniyuku
彷,samayou
彸,awateteyukusama
役,tsutome edachi
彺,isogiyuku
彼,kare kano
彽,tachimotohoru
彿,nikayou honoka
往,yuku iku inishie
征,utsu yuku toru
徂,yuku
徃,yuku iku
径,komichi michi sashiwatashi
待,matsu
徆,yuku
徇,tonaeru amaneshi shitagau
很,motoru
徉,samayou
徊,samayou
律,nori
後,okureru nochi ato
徍,yuku
徏,noboru
徐,omomuro
徑,komichi chikamichi michi
徒,kachi tomogara itazurani
従,shitagau shitagaeru yori
徖,yasuraka
得,eru uru
徘,samayou
徙,utsuru
徜,samayou
徝,hodokosu noboru
從,shitagau shitagatte ou
徠,kuru tsuku kaeru
御,on osameru
徤,takeshi ken
徧,amaneshi amaneku
徨,samayou
復,kaeru kaesu mata
循,shitagau
徫,yaku
徬,tsukisou
徭,edachi
微,kasuka nai
徯,komisa motsu
徰,iku
徱,karui subayai
徳,oshie
徴,shirushi mesu
徵,shirushi mesu
德,oshie
徸,yukusama
徹,tooru
徼,meguru motomeru kasumeru
徽,yoi shirushi
心,kokoro
忄,ritsushinben
必,kanarazu
忇,kourougaookii omou
忈,shitashimu
忉,ureeru
忋,tanomu aogu
忌,imu
忍,shinobu shinobi
忐,munashii
忑,munashii
忒,kawaru
忓,kiwameru okasu
忔,yorokobu
忖,hakaru
志,kokorozasu kokorozashi shirusu
忘,wasureru
忙,isogashii
応,kotaeru ataru
忝,katajikena
忞,tsutomeru
忠,magokoro
忡,ureeru
忢,satoru satori
忤,sakarau
忨,musaboru
忩,niwaka awateru
忪,odoroku
快,kokoroyoi
忬,arakajime yasunzuru
忭,tanoshimu
忮,sakarau
忯,tsutsushimu
忰,segare
忱,makoto
忲,narau
忳,ureeru
念,omou nenjiru
忶,modaeru mayou
忷,osoreru
忸,hajiru
忺,nozomu
忻,yorokobu
忼,nageku anadoru
忽,yurugaseni tachimachi
忿,ikaru
怇,anadoru
怊,kanashimu
怍,hajiru
怎,ikade
怏,uramu
怐,oroka
怒,ikaru okoru
怓,midareru
怔,osoreawateru
怕,osoreru
怖,kowai osoreru ojiru
怗,odayaka shitagau
怘,katame kataku
怙,tanomu
怚,ogoru
怛,itamu
怜,satoi awaremu
思,omou omoi
怟,modaeru
怠,okotaru namakeru
怡,yorokobu
怤,omou yorokobu
急,isogu
性,saga tachi
怨,uramu
怩,hazu
怪,ayashii ayashimu
怫,fusagu ikaru
怭,anadoru
怯,obieru ojiru
怱,niwaka
怳,kuruu
怵,osoreru
怺,koraeru shinobu taeru
恀,tanomu
恁,omou
恂,makoto
恃,tanomu
恆,tsune
恇,tsune
恈,musaborioshimu
恉,kokoro
恊,kanau au
恋,koi koishii kou
恌,usui
恍,honoka uttorisuru kurai
恐,osoreru osoroshii osore
恑,kawaru ayashimu
恒,tsune tsuneni
恔,satoi
恕,yurusu
恖,omoou omoeraku obosu
恗,osoreru ureeru hokoru
恙,tsutsuga
恚,ikaru
恟,osoreru
恠,ayashii
恡,oshimu yabusaka
恢,hiroi
恣,hoshiimama
恤,ureeru awaremu
恥,hajiru haji hazukashii
恧,hajiru
恨,uramu urameshii urami
恩,megumu
恪,tsutsushimu
恫,itamu
恬,yasui
恭,uyauyashii
息,iki yasumu yameru
恰,atakamo
恱,yorokobu
恵,megumu megumi
恾,osoreru ureerusama
恿,isamu
悁,ureeru iradatsu
悂,ayamaru tsutsushimu
悃,magokoro
悄,ureeru
悅,yorokobu
悆,wasureru
悈,totonoeru
悉,tsukusu kotogotoku
悊,uyamau
悋,yabusaka netamu
悌,sunao yasuraka hiraku
悍,takeshi
悎,osoreru
悑,osoreru
悒,ureeru
悓,tatoe
悔,kuiru kuyamu
悕,omou
悖,motoru
悘,tsumabiraka uyauyashii
悚,osoreru
悛,aratameru
悝,tawamureru
悞,ayamaru
悟,satoru satori
悠,tooi haruka
悢,kanashimu
患,wazurau ureeru urei
悤,niwaka awateru
悥,michiru
悦,yorokobu
悩,nayamu nayami nayamaseru
悪,warui nikumu izukunso
悰,tanoshimu
悱,iinayamu
悲,kanashii kanashimu kanashimi
悳,toku oshie
悴,yatsureru segare
悵,itamu uramu
悶,modaeru modae
悷,kanashimu
悸,osoreru
悻,motoru
悼,itamu
悽,itamu
悾,mokoto
惂,ureekurushimu
惄,himojii
情,nasake kokoro omomuki
惆,uramu
惇,atsui makoto
惈,isamashii
惉,yabureru
惊,kanashimu
惋,nageku
惎,sokonau
惏,musaboru
惑,madou madoi
惓,tsutsushimu hageshii
惔,ureeru
惕,tsutsushimu
惖,tsutsushimu
惘,akireru
惙,ureeru
惚,horeru
惛,oroka
惜,oshii oshimu
惝,utsutorisuru
惞,yorokobu
惟,omou omouni kore
惠,megumu megumi
惡,warui
惢,utagau
惣,isogashii soujite
惥,susumeru
惧,osoreru
惨,mijime itamu
惪,toku oshie
惰,okotaru
惱,nayamu
惲,atsui
想,omou omoi
惴,osoreru
惵,yasuraka
惶,osoreru
惷,midareru
惸,ureeru
惹,hiku
惺,satoru
惻,itamu
愀,ureeru sabishii
愁,urei ureeru
愂,motoru
愃,yutaka kokoroyoi wasureru
愆,ayamaru
愇,uramu asai yoi
愈,masaru iyoiyo
愉,tanoshimu tanoshii
愊,makoto
愌,habikoru
愍,awaremu
愎,motoru
意,kokoro omoi omou
愐,tsutomeru
愑,mitsuru ikaru
愒,ikou
愓,hoshiimama
愔,yawaragu
愕,odoroku
愖,makoto tanoshimu
愗,oroka yabusaka
愙,tsutsushimu
愚,oroka
愛,mederu oshimu itoshii
愜,kokoroyoi
愞,yowai osoreru
感,kanjiru
愠,uramu ikaru
愢,kokorogatagau semeru
愧,hajiru
愨,tsutsushimu
愪,ureerusama ugoku ureeru
愫,makoto
愬,uttaeru
愰,satoi
愱,kurushimu
愴,itamu
愵,ureerusama
愶,obiyakasu
愷,tanoshimu
愹,ikaru yorokobu michiru
愼,tsutsushimu
愽,hiroi hiromeru
愾,tameiki
愿,tsutsushimu
慁,ureeru
慂,shiiru susumeru
慄,osoreru ononoku
慅,ugoku
慆,yorokobu
慇,itamu nengoro
慈,itsukushimu itsukushimi
慉,okosu
慊,uramu akitariru
態,sama wazato
慌,awateru awatadashi kurai
慍,uramu ikaru
慎,tsutsushimu tsutsushimi
慓,hayai subayai
慕,shitau
慘,mijime
慙,hajiru haji
慚,hajiru haji
慝,warui
慞,osoreru
慟,nageku
慠,ogoru ureeru
慢,okotaru anadoru ogoru
慣,nareru narawashi narasu
慥,tashika
慧,satoi
慨,nageku
慫,susumeru
慬,kanashimu
慭,namajiini
慮,omonpaka
慯,itamu
慰,nagusameru nagusamu nagusami
慱,ureeru
慲,wasureru
慳,oshimu
慴,osoreru
慵,monoui
慶,yoi yorokobu
慷,ikidooru
慸,takai kiwamaru otoru
慻,kaerimiru
慼,ureeru
慾,konomi musaboru
慿,tsuku
憂,ureeru urei ui
憃,oroka
憄,hodokosu
憇,ikoi
憊,tsukareru
憋,setsukachi
憍,hoshiimama
憎,nikumu nikushimi nikui
憐,awaremu awaremi
憑,yoru tanomu tsuku
憒,midareru
憓,itsukushimu
憔,yatsureru
憖,namajiini
憗,namajiini
憘,yorokobu yorokobi
憙,yorokobu
憚,habakaru habakari
憜,tsutsumanai
憝,uramu
憟,hetsurau
憠,tsuyoi
憤,ikidooru ikidoori
憥,kurushimu
憧,akogareru
憨,oroka
憩,ikoi ikou
憪,tanoshimu
憫,awaremu ureeru
憬,satoru
憭,satoi
憮,itsukushimu
憲,nori
憶,oboeru omou
憸,katayoru
憹,kokoromidareru nayamu
憺,yasuraka sadamaru shizuka
憼,tsutsushimu
憾,uramu
懀,nikumu modaeru
懁,hageshii
懂,midareru
懃,nengoro
懆,ureeru musaboru
懇,nengoro
懈,okotaru
應,ataru
懊,nayamu
懋,tsutomeru
懌,yorokobu
懍,osoreru
懎,uramu kanashimu
懏,satoi
懐,natsuku futokoro omou
懔,osoreru
懕,yasuraka tariru yurusu
懜,kurai
懝,oroka osoreru hakaru
懞,atsui
懟,uramu
懢,musaboru sukoyaka
懣,modaeru
懤,hogaraka ureheru
懦,yowai
懧,yowai
懩,negau
懬,hiroi ookii munashi tsuyoi
懭,uramu
懯,omou
懲,korasu koriru korashimeru
懴,kuiru
懶,okotaru monoui
懷,natsuku futokoro
懸,kakeru kakaru
懺,kuiru
懼,osoreru
懽,yorokobu
懾,osoreru
懿,yoi
戀,koi koishii
戁,tsutsushimu
戃,odoroku
戄,odoroku
戇,oroka
戈,hoko
戉,masakari
戊,tsuchinoe
戌,inu
戍,mamoru mamori
戎,tsuwamono ebisu
成,naru tairageru nasu
我,ware wa
戒,imashimeru imashime
戔,sokonau amari semai
戕,korosu
或,aru aruiha
戚,miuchi itamu ureeru
戛,hoko
戜,surudoi kiru
戝,sokonau
戞,hoko
戟,hoko
戡,katsu
戢,osameru
戣,hoko
戦,tatakau ikusa ononoku
戧,hajimeru kizu
戩,horobosu
截,tatsu kiru
戫,hayai
戮,korosu
戯,tawamureru tawamure
戰,tatakau ikusa
戱,tawamureru tawamure
戲,tawamureru
戳,sasu tsuku
戴,itadaku
戶,to he
户,to he
戸,to he
戹,semai
戻,modosu motoru itaru
戽,kumu akakumi
戾,modosu motoru itaru
房,fusa heya
所,tokoro
扁,hiratai
扂,kannuki
扃,kannuki tobira
扆,tsuitate
扇,ougi
扈,shitagau
扉,tobira
手,te tezukara
扌,tehen
才,wazukani zae
扎,nuku kamaeru
扑,karukuutsu muchiutsu
扒,nuku sabaku
打,utsu dausu uchi
扔,yoru hureru suteru
払,harau harai
扖,hameru shiboru
托,tanomu
扚,hayakuutsu
扛,ageru katsugu
扜,sashimaneku
扞,fusegu
扠,sasu sate
扣,tataku hikaeru utsu
扤,ugoku
扨,sate
扭,nejimawasu
扮,yosoou
扯,hiku
扱,atsukau osameru koku
扳,hiku saku hikitomeru
扶,tasukeru
批,utsu
扺,ataru ateru
扼,osaeru
扽,hiku
找,saosasu tazuneru
承,uketamawaru ukeru
技,waza
抂,kuruu kichigai
抃,utsu
抄,toru kasumetoru utsusu
抈,oru oreru ugoku ugokasu
抉,eguru
把,tsuka
抍,ageru nuku zukuu toru
抎,ushinau ochiru
抏,kujiku
抐,someru utsu ireru tsukamu
抑,osaeru
抒,kumu noberu
抓,tsumamu tsuneru
抔,sukuu nado
投,nageru
抖,ageru furuu
抗,ataru fusegu
折,oru oreru kujiku
抛,nageutsu
抜,nuku
択,erabu
抦,motsu
抨,hajiku
披,hiraku
抬,motageru
抱,idaku daku kakaeru
抳,tomaru
抵,ataru ateru
抶,muchiutsu
抷,hiraku
抹,suru
抺,saguru
抻,nobu noberu nobasu
押,osu osaeru oshi
抽,nuku hiku
抾,toru
抿,naderu
拂,harau
拄,ageru
担,ninau katsugu
拆,hiraku saku
拇,oyayubi
拈,tsumamu
拉,kudaku
拊,utsu naderu
拋,nageutsu
拌,suteru waru kakimazeru
拍,utsu
拎,kakeru
拏,hiku
拐,kataru
拑,hasamu tsugumu
拒,kobamu fusegu
拓,hiraku hirou
拔,nuku nukeru tasukeru
拕,hiku
拖,hiku
拗,nejikeru suneru
拘,todomeru toraeru kakawaru
拙,tsutanai
拚,teoutsu
招,maneku maneki
拜,ogamu
拝,ogamu
拠,yoru
拡,hirogaru hirogeru hiromeru
拪,utsuru
括,kukuru kukuri
拭,nuguu fuku
拮,hataraku
拯,sukuu
拱,komanuku
拲,tekase
拳,kobushi
拴,erabu
拵,koshiraeru
拶,semaru
拷,utsu
拼,shitagau
拽,hiku
拾,hirou too
拿,hiku
持,motsu mochi
挂,kakeru
挃,sasu
挄,hirogeru
指,yubi sasu
挈,hitsusageru
按,osaeru shiraberu
挊,moteasobu
挋,tasu
挌,utsu
挍,hakaru
挐,hiku
挑,kakageru idomu
挓,hiraku
挖,abaku
挘,mushiru mushiritoru
挙,ageru agaru kozoru
挟,hasamu
挨,hiraku
挩,toku
挪,momu
挫,kujiku kujikeru
挭,midasu
振,furu furuu furi
挵,moteasobu
挶,sasae motsu
挹,kumu
挺,nuku
挼,otosu
挽,hiku
挾,hasamu
挿,sasu sashihasamu
捁,midasu
捂,hureru
捃,hirou
捄,moru
捆,totonoeru
捉,toraeru
捊,kakiatsumeru
捋,toru
捌,sabaku sabakeru sabaki
捍,fusegu
捎,toru
捏,koneru
捐,suteru ataeru
捒,tsutsushimu ageru
捓,moteasobu
捔,toru
捕,toraeru toru tsukamaeru
捗,hakadoru
捘,sui osu
捛,tomo
捜,sagasu
捝,toku
换,kaeru kawaru
捥,ude
捦,katakutoru
捧,sasageru
捨,suteru
捩,nejiru neji mojiru
捫,naderu toru hineru
捬,naderu
据,sueru sue
捱,husegu
捲,maku
捵,nobasu
捶,muchiutsu utsu tsuku
捷,katsu hayai
捸,nameraka
捺,osu
捻,hineru
捼,osu
捽,tsukamu
捿,sumu
掀,kakageru
掂,hakaru
掃,haku harau
掄,erabu
掇,hirou
授,sazukeru sazukaru
掉,furuu
掊,kaku
掌,tanagokoro tsukasadoru
掎,hiku
掏,erabu suru
掐,tsumamu
排,oshihiraku tsuraneru
掔,katai
掕,tomeru
掖,wakibasamu tasukeru waki
掘,horu
掙,sasu
掚,kazaru
掛,kakeru kakaru kakari
掞,noberu
掟,okite
掠,kasumeru
採,toru
探,saguru sagasu
掣,hiku
掤,huta
接,tsugu majiwaru
掦,kakageru
控,hikaeru hikae
推,osu oshite
掩,oou
措,oku
掫,mamoru takigi utsu
掬,sukuu
掮,katsugu
掯,todokooru
掲,kakageru
掴,tsukamu tsukami
掵,haba
掻,kaku
掽,tsuku haezumi
掾,jou tasukeru shitayaku
揀,erabu
揁,hiku
揃,sorou soroeru soroi
揄,hiku ugokasu naburu
揅,migaku
揆,hakaru hakarigoto
揈,utsu
揉,momu
揎,kakageru
描,egaku
提,sageru
揑,koneawaseru
插,sasu ninai toru
揓,toru
揔,sube mina hikiiru susumeru
揕,utsu sasu
揖,eshaku yuzuru osu
揚,ageru agaru age
換,kaeru kawaru
揜,toru
揠,nuku huda
握,nigiru nigiri
揣,hakaru kokoromiru sadameru
揥,kougai
揩,nuguu
揪,atsumeru
揬,tsuku kosuru fureru
揭,kakageru
揮,furuu
揲,kazoeru
揳,tadashikunai
援,tasukeru hiku tasuke
揵,ageru
揶,karakau
揷,sasu ninai toru
揸,tsumamu
揹,seou
揺,yusuru yureru yusuburu
搆,hiku kamaeru
搉,utsu
損,sokonau heru sokoneru
搏,utsu toru
搐,itamu
搒,oou
搓,yoru
搔,kaku
搖,yusuru yureru
搗,tsuku
搘,sasaeru
搙,sasaeru osaeru hineru
搜,sagasu
搞,tataku
搠,nuru
搢,hasamu
搤,toraeru
搥,nageutsu
搦,karameru
搨,utsu suru
搩,katsugu tedemonowohakaru
搪,haru
搬,utsusu hakobu
搭,noseru noru
搯,toridasu
搰,horu
搴,toru nuku
搵,shizumu osaeru
搶,tsuku kobamu todoku
携,tazusaeru
搾,shiboru
摂,osameru kaneru toru
摇,yusuru yureru yusuburu
摋,utsu
摎,kukuru
摏,tsuku
摑,tsukamu tsukami
摒,harau
摓,nuu
摘,tsumu hirou abaku
摚,tomeru
摛,shiku noberu
摜,narau
摝,nagokasu
摟,hiku
摠,subete
摡,arau
摣,toru tsukamu
摧,kudaku osu hiku
摩,suru
摭,hirou
摯,itaru
摳,hirou
摴,noberu
摶,marui
摸,saguru toru utsusu
摺,hida suru suri
摻,toru
摽,utsu
撃,utsu
撅,atsumeru
撇,nuguu
撈,sukuiage toru
撏,toru
撐,sasaeru aku
撑,sasaeru aku
撒,maku
撓,tawameru midareru midasu
撕,saku
撙,osaeru
撚,hineru yoru yori
撛,tasukeru nuku
撝,hanasu
撞,tsuku
撡,misao ayatsuru
撣,motsu
撤,suteru hiraku
撥,haneru osameru
撦,saku
撨,erabu toru nuguu osu
撩,osameru idomu
撫,naderu
撬,ageru
播,maku
撮,toru tsumamu tsumami
撰,erabu
撲,utsu
撳,osaeru
撹,midasu
撻,muchiutsu hayai
撼,ugokasu
撽,tataku
撾,utsu
撿,komaneku
擁,idaku
擂,suru
擄,toriku
擅,hoshiimama
擇,erabu yabureru
擉,sasu
擊,utsu
擋,sakeru
擌,mochizao
操,ayatsuru toru misao
擎,sasageru
擐,tsuranuku
擑,tsuugu
擒,toraeru toriko
擔,ninau katsugu ou
擕,tazusaaeru tazusaawaru
擗,muneoutsu
擘,saku
據,yoru akashi hiku
擠,osu
擡,motageru
擢,nukinderu
擣,tsuku utsu fureru
擤,hanaokamu
擥,toru
擦,suru sasuru
擧,ageru
擩,hitasu
擪,osaeru motsu
擬,nazoraeru hakaru magai
擭,aageru aagaru
擯,shirizokeru
擰,midareru
擱,oku
擲,nageutsu naguru
擴,hirogaru hirogeru haru
擵,suru momu
擶,tadasu
擷,hasamu
擺,hiraku
擻,ageru suteru
擽,kusuguru
擾,midareru wazurawashi
擿,kaku
攀,yojiru
攁,hirakiugokasu
攄,noberu
攅,atsumaru
攈,hirou toru
攊,utsu
攏,toru
攓,toru
攔,saegiru
攖,semuru
攘,harau nusumu
攙,sasu
攛,nageutsu
攜,tazusaeru
攝,osameru kaneru toru
攞,erabu saku
攟,hirou toru
攢,atsumaru
攣,hiku
攤,hiraku yuruyaka
攦,oru nejiru
攩,tomo tataku
攪,midasu
攫,tsukamu
攬,toru
攮,osu
支,sasaeru eda tsukaeru
攰,tsukarekiru
攱,noseru koshikake makura
攴,utsu
攵,utsu
收,osameru
攷,kangaeru
攸,tokoro
改,aratameru aratame aratamaru
攻,semeru osameru
攼,motomeru eru tomeru
攽,wakeru
放,hanasu hanatsu yurusu
政,matsurigoto tadasu
敃,tsutomeru
故,yue koto kotosarani
敇,muchiutsu
效,kiku
敉,naderu
敋,utsu
敍,tsuideru tsuide
敎,oshieru oshie
敏,toshi satoi
敐,yorokondeugokusama
救,sukuu sukui
敒,osameru noberu
敔,sashitomeru
敕,imashimeru mikotonori
敖,asobu ogoru
敗,yabureru yaburu
敘,tsuideru tsuide
教,oshieru oshie
敝,yabureru
敞,takai hogaraka
敟,tsukasadoru tsune
敠,hakaru
敡,anadoru
敢,aete
散,chiru chirasu chirakasu
敦,atsui
敧,hasamu
敩,oshieru
敪,hakaru
敫,utsuru
敬,uyamau
敯,okasu tsutomeru
数,kazoeru kazu semeru
敲,tataku
整,totonoeru totonou
敵,kataki ada
敷,shiku shiki
數,kazoeru kazu
敺,kaakeru kaaru
敻,haruka tooi motomeru
敽,tsunagu
敿,tsunagu
斁,iyaninaru
斂,osameru
斃,taoreru
斅,oshieru
斆,oshieru
文,fumi aya kazaru
斈,manabu
斉,sorou hitoshii hitoshiku
斊,hitoshii ataru hayai
斌,uruwashii
斎,monoimi tsutsushimu toki
斐,aya
斑,madara
斒,madara
斕,aya
斗,tomasu masu hishaku
斘,noboru
料,hakaru
斛,masu masume
斜,naname
斝,utsuwa
斟,kumu kumikawasu
斠,hakaru
斡,meguru
斣,kaeau kuraberu hakaru
斤,ono
斥,shirizokeru
斦,akiraka
斧,ono
斫,kiru
斬,kiru
断,tatsu kotowaru sadameru
斮,kiru
斯,kono kore kaku
新,atarashii arata nii
斲,kiru
斳,seri
斷,tatsu kotowaru
方,kata naraberu kuraberu
於,au yori oite
施,hodokosu shiku
斿,hataashi
旁,katawara tsukuri katagata
旂,hata
旃,hata
旄,hatakazari oibore
旅,tabi
旆,hata
旈,hataashi
旉,hu
旋,meguru yubari
旌,hata arawasu
旎,tanabiku
族,yakara
旒,hataashi
旔,katsu
旖,nabiku
旗,hata
旙,hata
旛,hata
旟,hata agaru
无,nai
旡,musebu
既,tsukiru sudeni
旣,tsukiru sudeni
日,hi ka hibi
旦,ashita
旧,furui moto
旨,mune umai
早,hayai haya sa
旬,amaneku
旭,asahi
旰,kureru
旱,hideri
旲,hikage ookii
旴,asa
旹,toki
旺,sakan
旻,akizora
旾,haru
旿,akiraka
昂,agaru takai
昃,katamuku
昄,ookii
昆,ani
昇,noboru
昈,akiraka
昉,akiraka
昊,sora
昌,sakan
昍,akiraka
明,akarui akiraka akeru
昏,kurai
昑,akiraka
昒,yoake
易,yasashii kaeru osameru
昔,mukashi
昕,asa
昖,meguru
昜,agaru hikari
昞,akiraka
星,hoshi
映,haeru utsuru utsusu
昢,yoake
昣,akiraka
春,haru
昦,sora
昧,kurai
昨,kinou
昩,kumoru hoshi
昪,tanoshimusama akiraka
昫,atataka
昬,kurai kure
昭,akiraka
是,kore kono koko
昰,kore
昱,akiraka
昳,katamuku
昴,subaru
昵,chikazuku
昶,nagai tooru nobiru
昷,megumu
昻,agaru takai
昼,hiru
昿,akiraka munashii
晀,akiraka
晁,asa
時,toki kore
晃,akiraka
晄,akiraka
晅,akiraka
晆,wakareru
晉,susumu osaeru tsutsushimu
晊,ookii
晋,susumu
晌,mahiru
晎,akekakaru
晏,osoi
晑,akiraka
晒,sarasu sarashi
晘,hinoderusama
晙,akiraka
晚,kure osoi
晛,higaarawareru hiza
晝,hiru
晞,kawaku
晟,akiraka sakan meshibitsu
晠,akiraka
晡,yuugata
晢,akiraka
晤,akiraka
晦,misoka kurai
晧,hikaru akiraka
晨,ashita toki
晩,kure osoi
晪,akiraka
晫,akiraka
晬,hitomawari
普,amaneshi
景,keshiki kage
晰,akiraka
晳,akiraka
晴,hareru hare harasu
晵,hareru
晶,akiraka
晷,kage
晹,kageru
智,chie
晻,kurai
晾,sarasu
暀,kagayakiutsukushii
暁,akatsuki satoru
暄,atatakai
暇,hima itoma
暈,kasa bokashi memai
暉,kagayaku
暋,tsutomeru
暌,kureru
暍,atsusaatari
暎,haeru utsuru utsusu
暏,atsui atsua
暐,hizashi
暑,atsui atsusa
暒,hareru harasu
暖,atatakai atatameru atatamaru
暗,kurai yami
暘,hinode akiraka hareru
暚,hinohikari akiraka
暛,akiraka
暜,amaneshi
暝,kurai
暟,terai
暢,nobiru
暤,akiraka
暦,koyomi
暨,oyobu
暫,shibaraku
暭,akiraka
暮,kureru kurasu kure
暱,chikazuku chikazuki
暴,abaku abareru
暵,kawakasu
暸,akiraka
暹,susumu
暻,akiraka
暾,asahi
暿,sakannasama atsui
曀,kumoru
曁,oyobu
曂,akiraka
曃,akirakadenaisama
曄,kagayaku
曅,kagayaku
曆,koyomi
曇,kumoru kumori
曈,honogurai
曉,akatsuki satoru
曌,teeru teerasu teereru
曎,hikaru
曏,sakini
曔,akiraka kawaku
曖,kurai
曙,akebono
曚,kurai
曛,tasogare
曜,hikari kagayaku
曝,sarasu
曟,ashita asa
曠,akiraka munashii
曡,tatamu tatami kasaneru
曦,hi hikari
曨,oboro
曩,saki sakini
曫,tasogare
曬,sarasu sarashi
曰,iu iwaku notamawaku
曲,magaru mageru kuma
曳,hiku
更,sara fukeru aratameru
曵,hiku
曷,nani nanzo izukunso
書,kaku fumi
曹,tsukasa tomogara heya
曺,tsukasa tomogara heya
曻,noboru
曼,hiku nagai hiroi
曽,katte sunawachi
曾,katte sunawachi
替,kaeru sutareru kawaru
最,mottomo mo
會,au
朅,saru
朇,masu
月,tsuki
有,aru motsu tamotsu
朋,tomo
朌,wakeru
服,kiru kimono shitagau
朎,tsukinoushiinikari
朏,mikazuki kurai oroka
朐,atatakai
朔,tsuitachi
朕,ware kizashi
朖,hogaraka
朗,hogaraka akiraka
朘,chijimaru chijimu heru
朙,aakari akaarui akaarumu
望,nozomu nozomi mochi
朜,tsukinohikari
朝,asa ashita atsumaru
朞,toki
期,chigiru
朢,mochizuki
朦,oboro
朧,oboro
木,ki
朩,hitoshii nado ra
未,imada hitsuji
末,sue
本,moto
札,fuda wakajini
朮,mochiawa
术,mochiawa
朱,aka ake
朳,eburi
朴,hoo
朵,eda
朶,eda
朸,ougo
机,tsukue
朽,kuchiru
朾,tsuku
朿,toge
杁,eburi iri
杅,yunomi
杆,teko tesuri
杇,kote nuru
杈,eda
杉,sugi
李,sumomo
杏,anzu
材,maruta
村,mura
杓,hishaku
杔,utsugi sakekoshi
杖,tsue
杙,kui
杜,yamanashi fusagu mori
杝,magaki
杞,suki fugo mokko
